Alanyl-tRNA synthetases (EC 6.1.1.7)
Class: II
3D known: Yes

SYA1_LACP7  (A9KMW7)    , SYA2_LACP7  (A9KLZ5)    , SYAC_BOMMO  (P21894)    ,
SYT_MYCBO   (P67583)    , SYT_MYCBP   (A1KLW4)    , SYT_MYCBT   (C1AF85)    ,
SYT_MYCGA   (Q7NBT5)    , SYT_MYCGE   (P47615)    , SYT_MYCGI   (A4TD09)    ,
SYT_MYCLB   (B8ZUG9)    , SYT_MYCLE   (O07151)    , SYT_MYCMM   (B2HM74)    ,
SYT_MYCPA   (Q73WE4)    , SYT_MYCPN   (P75225)    , SYT_MYCPU   (Q98PH6)    ,
SYT_MYCS2   (A0QWG2)    , SYT_MYCSJ   (A3PYU0)    , SYT_MYCSK   (A1UF79)    ,
SYT_MYCSS   (Q1B9T4)    , SYT_MYCTA   (A5U5W5)    , SYT_MYCTO   (P9WFT4)    ,
SYT_MYCTU   (P9WFT5)    , SYT_MYCUA   (A0PSZ4)    , SYT_MYCVP   (A1T868)    ,
SYT_MYXXD   (Q1D6E3)    , SYT_NANEQ   (Q74MP3)    , SYT_NATPD   (Q3IRE7)    ,
SYT_NATTJ   (B2A5P2)    , SYT_NAUPA   (B9L5U7)    , SYT_NEIG1   (Q5F9U4)    ,
SYT_NEIM0   (A9M375)    , SYT_NEIMA   (Q9JVA3)    , SYT_NEIMB   (Q9K095)    ,
SYT_NEOSM   (Q2GEB1)    , SYT_NITEC   (Q0ADN4)    , SYT_NITEU   (Q82VV1)    ,
SYT_NITMS   (A9A2B1)    , SYT_NITMU   (Q2YBS6)    , SYT_NITOC   (Q3JC02)    ,
SYT_NOCSJ   (A1SJ90)    , SYT_NOVAD   (Q2GBX1)    , SYT_OCEIH   (Q8EPF3)    ,
SYT_OLEA2   (Q30Y11)    , SYT_ORITB   (A5CD12)    , SYT_ORITI   (B3CSS5)    ,
SYT_PAEAT   (A1R735)    , SYT_PARC0   (A1TR39)    , SYT_PARD8   (A6L9S2)    ,
SYT_PARDP   (A1B0M2)    , SYT_PARL1   (A7HWJ3)    , SYT_PARMW   (Q7U662)    ,
SYT_PARP8   (B2JJJ7)    , SYT_PARPJ   (B2SZG2)    , SYT_PARUW   (Q6M9L0)    ,
SYT_PARXL   (Q13WF7)    , SYT_PASMU   (P57857)    , SYT_PECAS   (Q6D4G8)    ,
SYT_PECCP   (C6DFY6)    , SYT_PEDPA   (Q03GB7)    , SYT_PELPB   (B4SB93)    ,
SYT_PELPD   (A1ARE5)    , SYT_PELUB   (Q4FNH9)    , SYT_PETMO   (A9BHF0)    ,
SYT_PHEZH   (B4RE95)    , SYT_PHOLL   (Q7N3P6)    , SYT_PHOV8   (A6L7J7)    ,
SYT_PHYAS   (B1V8W6)    , SYT_PHYMT   (B3R0I8)    , SYT_POLAQ   (A4SX33)    ,
SYT_POLNA   (A1VR77)    , SYT_POLNS   (B1XV14)    , SYT_POLSJ   (Q12BR3)    ,
SYT_PORG3   (B2RJD6)    , SYT_PORGI   (Q7MVQ5)    , SYT_PROA2   (B4S3D2)    ,
SYT_PROM0   (A3PBX1)    , SYT_PROM1   (A2C155)    , SYT_PROM2   (A8G3W3)    ,
SYT_PROM3   (A2CAU4)    , SYT_PROM4   (A9BAX2)    , SYT_PROM5   (A2BVR0)    ,
SYT_PROM9   (Q31BT7)    , SYT_PROMA   (Q7VBM8)    , SYT_PROMH   (B4ETK6)    ,
SYT_PROMM   (Q7V8D2)    , SYT_PROMP   (Q7V287)    , SYT_PROMS   (A2BQ78)    ,
SYT_PROMT   (Q46LV3)    , SYT_PSE14   (Q48JS3)    , SYT_PSEA7   (A6V485)    ,
SYT_PSEA8   (B7V188)    , SYT_PSEAB   (Q02NP1)    , SYT_PSEAE   (Q9I099)    ,
SYT_PSECP   (B8H9E8)    , SYT_PSEE4   (Q1IC15)    , SYT_PSEFS   (C3JZN7)    ,
SYT_PSELT   (A8F8Q8)    , SYT_PSEMY   (A4XTS1)    , SYT_PSEP1   (A5W5E1)    ,
SYT_PSEPF   (Q3KEY2)    , SYT_PSEPG   (B0KKR8)    , SYT_PSEPK   (Q88K27)    ,
SYT_PSEPW   (B1J6U4)    , SYT_PSESM   (Q883H9)    , SYT_PSESY   (P52833)    ,
SYT_PSEU2   (Q4ZUG7)    , SYT_PSYA2   (Q4FPW3)    , SYT_PSYCK   (Q1Q809)    ,
SYT_PSYIN   (A1SWU5)    , SYT_PSYWF   (A5WHD5)    , SYT_PYRAB   (Q9UZ14)    ,
SYT_PYRAE   (Q8ZWK4)    , SYT_PYRAR   (A4WIW5)    , SYT_PYRCJ   (A3MTU4)    ,
SYT_PYRFU   (Q8U176)    , SYT_PYRHO   (O58430)    , SYT_PYRIL   (A1RV82)    ,
SYT_PYRNV   (B1YD09)    , SYT_RALN1   (Q8XZ29)    , SYT_RALPJ   (B2UGJ8)    ,
SYT_RHIE6   (B3PNV4)    , SYT_RHIEC   (Q2K859)    , SYT_RHIJ3   (Q1MGA7)    ,
SYT_RHILO   (Q98LR2)    , SYT_RHILW   (B5ZQK2)    , SYT_RHIME   (Q92QB0)    ,
SYT_RHIR8   (B9JFG4)    , SYT_RHOBA   (Q7UJ52)    , SYT_RHOCS   (B6IV67)    ,
SYT_RHOE4   (C0ZZ26)    , SYT_RHOJR   (Q0S1E2)    , SYT_RHOOB   (C1B4B5)    ,
SYT_RHOPA   (Q6N4D3)    , SYT_RHORT   (Q2RNL4)    , SYT_RICAE   (C3PMR6)    ,
SYT_RICAH   (A8GML4)    , SYT_RICB8   (A8GVV1)    , SYT_RICBR   (Q1RJ48)    ,
SYT_RICCK   (A8EXW5)    , SYT_RICCN   (Q92IX4)    , SYT_RICFE   (Q4UKU3)    ,
SYT_RICPR   (O05947)    , SYT_RICPU   (C4K0X3)    , SYT_RICRS   (A8GR83)    ,
SYT_RICTY   (Q68XE8)    , SYT_ROSDO   (Q168U9)    , SYT_RUBXD   (Q1AWG4)    ,
SYT_RUEPO   (Q5LTX8)    , SYT_RUEST   (Q1GFW2)    , SYT_RUTMC   (A1AWT6)    ,
SYT_SACD2   (Q21KE0)    , SYT_SALA4   (B5F7G2)    , SYT_SALCH   (Q57PV3)    ,
SYT_SALDC   (B5FJA8)    , SYT_SALEP   (B5QVW8)    , SYT_SALG2   (B5RAX3)    ,
SYT_SALHS   (B4TGH1)    , SYT_SALNS   (B4T4M8)    , SYT_SALPA   (Q5PH96)    ,
SYT_SALPB   (A9N243)    , SYT_SALPC   (C0Q647)    , SYT_SALPK   (B5BA42)    ,
SYT_SALSV   (B4TUF0)    , SYT_SALTI   (Q8Z6I2)    , SYT_SALTY   (Q8ZPS9)    ,
SYT_SERP5   (A8GDQ5)    , SYT_SHEAM   (A1S6G4)    , SYT_SHEB2   (B8EES6)    ,
SYT_SHEB5   (A3D4I2)    , SYT_SHEB8   (A6WNH2)    , SYT_SHEB9   (A9L2Q9)    ,
SYT_SHEDO   (Q12NI7)    , SYT_SHEFN   (Q082E1)    , SYT_SHEHH   (B0TT20)    ,
SYT_SHELP   (A3QEK0)    , SYT_SHEON   (Q8EER9)    , SYT_SHEPA   (A8H4U6)    ,
SYT_SHEPC   (A4Y706)    , SYT_SHEPW   (B8CME8)    , SYT_SHESA   (A0KWV4)    ,
SYT_SHESH   (A8FV56)    , SYT_SHESM   (Q0HIT9)    , SYT_SHESR   (Q0HV45)    ,
SYT_SHESW   (A1RJI3)    , SYT_SHEWM   (B1KG61)    , SYT_SHIB3   (B2U397)    ,
SYT_SHIBS   (Q321L0)    , SYT_SHIDS   (Q32FI0)    , SYT_SHIF8   (Q0T4S9)    ,
SYT_SHIFL   (P0A8M5)    , SYT_SHISS   (Q3Z267)    , SYT_SINFN   (C3MB49)    ,
SYT_SINMW   (A6U8C7)    , SYT_SODGM   (Q2NT31)    , SYT_SOLM1   (C4XL11)    ,
SYT_SPHAL   (Q1GVA9)    , SYT_STAA1   (A7X3A6)    , SYT_STAA2   (A6U2F0)    ,
SYT_STAA3   (Q2FG54)    , SYT_STAA8   (Q2FXP7)    , SYT_STAA9   (A5ITK7)    ,
SYT_STAAB   (Q2YTA7)    , SYT_STAAC   (Q5HF90)    , SYT_STAAE   (A6QHL6)    ,
SYT_STAAM   (P67584)    , SYT_STAAN   (P67585)    , SYT_STAAR   (Q6GG23)    ,
SYT_STAAS   (Q6G8P3)    , SYT_STAAT   (A8Z2J8)    , SYT_STAAW   (Q8NW68)    ,
SYT_STACT   (B9DNC9)    , SYT_STAEQ   (Q5HNM1)    , SYT_STAES   (Q8CS74)    ,
SYT_STAMF   (A3DN67)    , SYT_STAS1   (Q49YB4)    , SYT_STRA1   (Q3K1Z4)    ,
SYT_STRA3   (Q8E693)    , SYT_STRA5   (Q8E0L9)    , SYT_STRAW   (Q827U8)    ,
SYT_STRCO   (Q9L278)    , SYT_STRGC   (A8AWB7)    , SYT_STRGG   (B1W3F0)    ,
SYT_STRM5   (B4SQH4)    , SYT_STRMK   (B2FN79)    , SYT_STRMU   (Q8DT12)    ,
SYT_STRP1   (Q9A115)    , SYT_STRP2   (Q04JD7)    , SYT_STRP3   (P0DG58)    ,
SYT_STRP4   (B5E6Q8)    , SYT_STRP6   (Q5XDC4)    , SYT_STRP7   (C1C8M1)    ,
SYT_STRP8   (Q8P234)    , SYT_STRPB   (Q1JD10)    , SYT_STRPC   (Q1JMY5)    ,
SYT_STRPD   (Q1JI30)    , SYT_STRPF   (Q1J7X1)    , SYT_STRPG   (A2RFY5)    ,
SYT_STRPI   (B1I703)    , SYT_STRPJ   (B8ZM32)    , SYT_STRPM   (Q48US7)    ,
SYT_STRPN   (Q97PI4)    , SYT_STRPQ   (P0DG59)    , SYT_STRPZ   (B5XKA6)    ,
SYT_STRR6   (Q8DNX8)    , SYT_STRS2   (A4W2F0)    , SYT_STRS7   (C0MCN7)    ,
SYT_STRSV   (A3CP56)    , SYT_STRSY   (A4VW43)    , SYT_STRT1   (Q5M0T3)    ,
SYT_STRT2   (Q5M5B9)    , SYT_STRTD   (Q03LP1)    , SYT_STRU0   (B9DU13)    ,
SYT_STRZJ   (C1CFK0)    , SYT_STRZP   (C1CLX1)    , SYT_STRZT   (C1CSP6)    ,
SYT_STUS1   (A4VM22)    , SYT_SULNB   (A6QD00)    , SYT_SULSY   (B2V6M2)    ,
SYT_SYMTH   (Q67LA3)    , SYT_SYNC1   (Q3A4P3)    , SYT_SYNE7   (Q31JY3)    ,
SYT_SYNP6   (Q5N1X6)    , SYT_SYNPW   (A5GJT7)    , SYT_SYNS3   (Q0I902)    ,
SYT_SYNS9   (Q3AYC6)    , SYT_SYNSC   (Q3AKU0)    , SYT_SYNWW   (Q0AY05)    ,
SYT_SYNY3   (Q55806)    , SYT_TERTT   (C5BSQ1)    , SYT_THEAC   (Q9HL99)    ,
SYT_THEFY   (Q47N28)    , SYT_THEGJ   (C5A5J8)    , SYT_THEKO   (Q5JGC8)    ,
SYT_THEMA   (Q9WZJ9)    , SYT_THENN   (B9KAN7)    , SYT_THEON   (B6YTH4)    ,
SYT_THEP1   (A5IJ45)    , SYT_THEPD   (A1RY76)    , SYT_THESM   (C6A1R1)    ,
SYT_THESQ   (B1L7W6)    , SYT_THET2   (Q72HH1)    , SYT_THET8   (P56881)    ,
SYT_THEVB   (Q8DGW0)    , SYT_THEVO   (Q978W0)    , SYT_THIDA   (Q3SK34)    ,
SYT_THISH   (B8GRI1)    , SYT_TOLAT   (C4LFH3)    , SYT_TREDE   (Q73NR2)    ,
SYT_TREPA   (O83809)    , SYT_TREPS   (B2S475)    , SYT_TROW8   (Q83HM3)    ,
SYT_TROWT   (Q83GK5)    , SYT_UREP2   (B1AJH5)    , SYT_UREPA   (Q9PPV6)    ,
SYT_UREU1   (B5ZC42)    , SYT_VARPS   (C5CUU2)    , SYT_VEREI   (A1WMG5)    ,
SYT_VESOH   (A5CWF9)    , SYT_VIBC1   (A7N009)    , SYT_VIBC3   (A5EZ18)    ,
SYT_VIBCH   (Q9KMN7)    , SYT_VIBCM   (C3LUV8)    , SYT_VIBPA   (Q87Q70)    ,
SYT_VIBVU   (Q8DA13)    , SYT_VIBVY   (Q7MK65)    , SYT_WIGBR   (Q8D3C0)    ,
SYT_WOLPM   (Q73GH6)    , SYT_WOLPP   (B3CMJ4)    , SYT_WOLTR   (Q5GSG4)    ,
SYT_WOLWR   (C0R403)    , SYT_XANAC   (Q8PJE1)    , SYT_XANC5   (Q3BRT7)    ,
SYT_XANC8   (Q4UW57)    , SYT_XANCB   (B0RRG9)    , SYT_XANCP   (Q8P7Z2)    ,
SYT_XANOM   (Q2P0Z5)    , SYT_XANOR   (Q5GXY0)    , SYT_XYLF2   (B2I9P8)    ,
SYT_XYLFA   (Q9PFE2)    , SYT_XYLFM   (B0U5E3)    , SYT_XYLFT   (Q87AB2)    ,
SYT_YERE8   (A1JMJ9)    , SYT_YERP3   (A7FHG1)    , SYT_YERPA   (Q1C728)    ,
SYT_YERPB   (B2K668)    , SYT_YERPE   (Q8ZDW5)    , SYT_YERPG   (A9R0A8)    ,
SYT_YERPN   (Q1CIG3)    , SYT_YERPP   (A4TIL1)    , SYT_YERPS   (Q669Z0)    ,
SYT_YERPY   (B1JJ17)    , SYT_ZYMMO   (Q5NPH1)    

-----------------------------------------------------------------------

Valyl-tRNA synthetases (EC 6.1.1.9)
Class: I
3D known: Yes

SYVC_DICDI  (Q86KU2)    , SYVC_ENCCU  (Q8SS27)    , SYVC_HUMAN  (P26640)    ,
SYVC_MOUSE  (Q9Z1Q9)    , SYVC_RAT    (Q04462)    , SYVC_TAKRU  (P49696)    ,
SYVC_VAIC1  (C4V924)    , SYVM1_ARATH (P93736)    , SYVM2_ARATH (F4KE63)    ,
SYVM_DICDI  (Q54I78)    , SYVM_HUMAN  (Q5ST30)    , SYVM_MACMU  (Q5TM74)    ,
SYVM_MOUSE  (Q3U2A8)    , SYVM_PIG    (Q767M3)    , SYVM_RAT    (Q6MG21)    ,
SYVM_SCHPO  (O14160)    , SYV_ACIAD   (Q6F8F0)    , SYV_ACTP2   (A3N2F0)    ,
SYV_ACTP7   (B3GYI3)    , SYV_ACTPJ   (B0BR94)    , SYV_AERPE   (Q9YAZ0)    ,
SYV_AGRFC   (Q8UEN6)    , SYV_ALCBS   (Q0VSA8)    , SYV_ALIF1   (Q5E7U0)    ,
SYV_AMOA5   (B3ETM6)    , SYV_ANAMM   (Q5P9M8)    , SYV_ANOFW   (B7GH39)    ,
SYV_AQUAE   (O67411)    , SYV_ARCFU   (O28059)    , SYV_AROAE   (Q5NXL5)    ,
SYV_AZOSB   (A1K9L8)    , SYV_BACAN   (Q81LD3)    , SYV_BACC1   (Q72ZW8)    ,
SYV_BACCR   (Q817R6)    , SYV_BACCZ   (Q633Y6)    , SYV_BACFN   (Q5LGN1)    ,
SYV_BACFR   (Q64XH6)    , SYV_BACHK   (Q6HD68)    , SYV_BACLD   (Q65GK8)    ,
SYV_BACSU   (Q05873)    , SYV_BACTN   (Q89ZM4)    , SYV_BARHE   (Q6G2V3)    ,
SYV_BARQU   (Q6FZB1)    , SYV_BDEBA   (Q6MQK8)    , SYV_BIFLD   (B3DU23)    ,
SYV_BIFLO   (Q8G777)    , SYV_BIFLS   (B7GTW0)    , SYV_BLOFL   (Q7VQT2)    ,
SYV_BLOPB   (Q493Z9)    , SYV_BORBR   (Q7WHM6)    , SYV_BORBU   (O51680)    ,
SYV_BORGP   (Q660D6)    , SYV_BORPA   (Q7W6P3)    , SYV_BORPE   (Q7VWK6)    ,
SYV_BRADU   (Q89LR8)    , SYV_BRUME   (Q8YGX8)    , SYV_BRUSU   (Q8G0Y3)    ,
SYV_BUCAI   (P57447)    , SYV_BUCAP   (Q8K9I1)    , SYV_BUCBP   (Q89AG3)    ,
SYV_BURMA   (Q62KW5)    , SYV_BURPS   (Q63TI8)    , SYV_CAEEL   (Q9U1Q4)    ,
SYV_CALS4   (Q8RBN5)    , SYV_CAMJE   (Q9PPE4)    , SYV_CAMJR   (Q5HV17)    ,
SYV_CARHZ   (Q3AF87)    , SYV_CAUVC   (Q9A8N3)    , SYV_CERS1   (A3PHJ6)    ,
SYV_CERS4   (Q3J4Z5)    , SYV_CERSK   (B9KMT9)    , SYV_CHLAB   (Q5L5J6)    ,
SYV_CHLCV   (Q822K4)    , SYV_CHLFF   (Q255D3)    , SYV_CHLMU   (Q9PK91)    ,
SYV_CHLPN   (Q9Z987)    , SYV_CHLT2   (B0B7L8)    , SYV_CHLTA   (Q3KM60)    ,
SYV_CHLTB   (B0BBT3)    , SYV_CHLTE   (Q8KC74)    , SYV_CHLTR   (O84304)    ,
SYV_CHRFK   (A0M5I5)    , SYV_CHRVO   (Q7NUM8)    , SYV_CLOAB   (Q97GG8)    ,
SYV_CLOPE   (Q8XJ42)    , SYV_CLOTE   (Q891R5)    , SYV_COLP3   (Q488M6)    ,
SYV_CORDI   (Q6NFV0)    , SYV_COREF   (Q8FN65)    , SYV_CORGL   (Q8NN37)    ,
SYV_CORJK   (Q4JWU8)    , SYV_COXBU   (Q83DD0)    , SYV_CUPPJ   (Q474E1)    ,
SYV_CUTAK   (Q6A7F4)    , SYV_DECAR   (Q47BG6)    , SYV_DEHM1   (Q3Z9C5)    ,
SYV_DEHMC   (Q3ZZG9)    , SYV_DEIRA   (Q9RY06)    , SYV_DESPS   (Q6AMA0)    ,
SYV_DESVH   (Q72E47)    , SYV_ECO57   (Q8XCB3)    , SYV_ECOL6   (Q8FAD1)    ,
SYV_ECOLI   (P07118)    , SYV_EHRCJ   (Q3YT16)    , SYV_EHRRG   (Q5FF72)    ,
SYV_EHRRW   (Q5HC99)    , SYV_ENTFA   (Q82ZW6)    , SYV_FERNB   (A7HJX5)    ,
SYV_FRATT   (Q5NHZ4)    , SYV_FUSNN   (Q8RHK3)    , SYV_GEOKA   (Q5KWL3)    ,
SYV_GEOSE   (P11931)    , SYV_GEOSL   (Q74BJ6)    , SYV_GLOVI   (Q7NCQ9)    ,
SYV_GLUOX   (Q5FN28)    , SYV_GRABC   (Q0BTM1)    , SYV_HAEDU   (Q7VN93)    ,
SYV_HAEI8   (Q4QKA4)    , SYV_HAEIE   (A5UBZ9)    , SYV_HAEIG   (A5UEN9)    ,
SYV_HAEIN   (P43834)    , SYV_HAEPA   (P36432)    , SYV_HALH5   (Q9K8G8)    ,
SYV_HALMA   (Q5V1H0)    , SYV_HALS3   (B0R841)    , SYV_HALSA   (Q9HMG9)    ,
SYV_HELHP   (Q7VHN2)    , SYV_HELPJ   (Q9ZK61)    , SYV_HELPY   (P56000)    ,
SYV_HERAR   (A4G1V2)    , SYV_HISS2   (B0USP0)    , SYV_IDILO   (Q5QY15)    ,
SYV_JANMA   (A6SUQ8)    , SYV_LACAC   (Q5FKW5)    , SYV_LACCA   (P36420)    ,
SYV_LACJO   (Q74JZ8)    , SYV_LACLA   (Q9CDP6)    , SYV_LACPL   (Q88UX7)    ,
SYV_LARHH   (C1D6J9)    , SYV_LATSS   (Q38XD1)    , SYV_LEGPA   (Q5X728)    ,
SYV_LEGPH   (Q5ZXL2)    , SYV_LEGPL   (Q5WYI0)    , SYV_LEIXX   (Q6AFZ2)    ,
SYV_LEPIC   (Q72V30)    , SYV_LEPIN   (Q8EZT8)    , SYV_LISIN   (Q92BG2)    ,
SYV_LISMF   (Q71ZB6)    , SYV_LISMO   (Q8Y6X9)    , SYV_MALP2   (Q8EX08)    ,
SYV_MANSM   (Q65S97)    , SYV_MESFL   (Q6F1B1)    , SYV_MESH2   (Q5ZZL4)    ,
SYV_MESH7   (Q4A755)    , SYV_MESHJ   (Q4A917)    , SYV_MESM1   (Q6KID2)    ,
SYV_METAC   (Q8TLI4)    , SYV_METBF   (Q46B32)    , SYV_METCA   (Q606C1)    ,
SYV_METJA   (Q58413)    , SYV_METKA   (Q8TVG5)    , SYV_METMA   (Q8Q024)    ,
SYV_METMP   (Q6LZP0)    , SYV_METTH   (O26861)    , SYV_METTP   (A0B7C2)    ,
SYV_MYCBO   (P67600)    , SYV_MYCGA   (Q7NAR7)    , SYV_MYCGE   (P47576)    ,
SYV_MYCLE   (Q9CBY7)    , SYV_MYCMS   (Q6MTU2)    , SYV_MYCPA   (Q73XN8)    ,
SYV_MYCPN   (P75304)    , SYV_MYCPU   (Q98QV4)    , SYV_MYCS5   (Q4A6B0)    ,
SYV_MYCTO   (P9WFS8)    , SYV_MYCTU   (P9WFS9)    , SYV_NANEQ   (Q74NF3)    ,
SYV_NATPD   (Q3IUE5)    , SYV_NEIG1   (Q5F5W0)    , SYV_NEIMA   (Q9JX22)    ,
SYV_NEIMB   (Q9K1H7)    , SYV_NEUCR   (P28350)    , SYV_NITEC   (Q0AIF2)    ,
SYV_NITEU   (Q82X51)    , SYV_NITMU   (Q2YB22)    , SYV_NITOC   (Q3JC50)    ,
SYV_NITSB   (A6Q3R4)    , SYV_NITWN   (Q3SSP4)    , SYV_NOCFA   (Q5Z048)    ,
SYV_NOSS1   (Q8YX97)    , SYV_OCEIH   (Q8EPN2)    , SYV_ONYPE   (Q6YRJ6)    ,
SYV_ORITB   (A5CCE0)    , SYV_PARD8   (A6LIG7)    , SYV_PARMW   (Q7U3N4)    ,
SYV_PARUW   (Q6MAM1)    , SYV_PASMU   (Q9CMK5)    , SYV_PECAS   (Q6DA54)    ,
SYV_PELUB   (Q4FM20)    , SYV_PETMO   (A9BIJ7)    , SYV_PHOLL   (Q7MZ25)    ,
SYV_PHOPR   (Q6LUW1)    , SYV_PHOV8   (A6L3G7)    , SYV_PICTO   (Q6L1N5)    ,
SYV_PORG3   (B2RK53)    , SYV_PORGI   (Q7MVD7)    , SYV_PROMA   (Q7V9I9)    ,
SYV_PROMM   (Q7TUI9)    , SYV_PROMP   (Q7UZI3)    , SYV_PROMT   (Q46IA7)    ,
SYV_PSE14   (Q48MF2)    , SYV_PSEAE   (Q9HXH0)    , SYV_PSEF5   (Q4KHT9)    ,
SYV_PSELT   (A8F8Q3)    , SYV_PSEPK   (Q88P76)    , SYV_PSESM   (Q887M3)    ,
SYV_PSET1   (Q3II73)    , SYV_PSEU2   (Q4ZXI0)    , SYV_PSYA2   (Q4FQL0)    ,
SYV_PYRAB   (Q9UY55)    , SYV_PYRAE   (Q8ZVG2)    , SYV_PYRFU   (Q8U409)    ,
SYV_PYRHO   (O58052)    , SYV_RALN1   (Q8XX80)    , SYV_RHILO   (Q98LB1)    ,
SYV_RHIME   (Q92Q37)    , SYV_RHIWR   (A5V592)    , SYV_RHOBA   (Q7UXH9)    ,
SYV_RHOPA   (Q6N6N1)    , SYV_RICAE   (C3PLG3)    , SYV_RICAH   (A8GPJ3)    ,
SYV_RICB8   (A8GVS7)    , SYV_RICBR   (Q1RJ74)    , SYV_RICCK   (A8EZQ5)    ,
SYV_RICCN   (Q92GR9)    , SYV_RICFE   (Q4UMX8)    , SYV_RICPR   (Q9ZCN6)    ,
SYV_RICPU   (C4K2L1)    , SYV_RICRO   (B0BUV1)    , SYV_RICRS   (A8GTB4)    ,
SYV_RICTY   (Q68W50)    , SYV_RUEPO   (Q5LP30)    , SYV_SACS2   (Q97ZK9)    ,
SYV_SALAI   (A8LVI6)    , SYV_SALCH   (Q57GC5)    , SYV_SALPA   (Q5PJB8)    ,
SYV_SALTI   (Q8Z118)    , SYV_SALTO   (A4X0V0)    , SYV_SALTY   (Q8ZK31)    ,
SYV_SCHPO   (O75005)    , SYV_SHEON   (Q8EBS5)    , SYV_SHIBS   (Q31TK0)    ,
SYV_SHIDS   (Q328S3)    , SYV_SHIFL   (Q83IM5)    , SYV_SHISS   (Q3YU91)    ,
SYV_SHOC1   (Q5WEQ4)    , SYV_SOLUE   (Q01PF1)    , SYV_SPHAL   (Q1GUM2)    ,
SYV_SPHEL   (Q7X2N3)    , SYV_STAA1   (A7X383)    , SYV_STAA2   (A6U2D1)    ,
SYV_STAA3   (Q2FG72)    , SYV_STAA8   (Q2FXR8)    , SYV_STAA9   (A5ITI8)    ,
SYV_STAAB   (Q2YTA0)    , SYV_STAAC   (Q5HFA8)    , SYV_STAAE   (A6QHJ8)    ,
SYV_STAAM   (Q931Q1)    , SYV_STAAN   (Q99TJ8)    , SYV_STAAR   (Q6GG42)    ,
SYV_STAAS   (Q6G8R2)    , SYV_STAAT   (A8Z2I4)    , SYV_STAAW   (Q7A0P4)    ,
SYV_STACT   (B9DND4)    , SYV_STAEQ   (Q5HNN9)    , SYV_STAES   (Q8CS83)    ,
SYV_STAHJ   (Q4L703)    , SYV_STAS1   (Q49Y96)    , SYV_STRA1   (Q3K2S4)    ,
SYV_STRA3   (Q8E6S0)    , SYV_STRA5   (Q8E1B5)    , SYV_STRAW   (Q82CA3)    ,
SYV_STRCO   (O06851)    , SYV_STRM5   (B4SJ70)    , SYV_STRMK   (B2FMS2)    ,
SYV_STRMU   (Q8DSL1)    , SYV_STRP1   (Q99YS1)    , SYV_STRP3   (P0DG64)    ,
SYV_STRP6   (Q5XAW8)    , SYV_STRP8   (Q8P040)    , SYV_STRPM   (Q48SA4)    ,
SYV_STRPN   (Q97S45)    , SYV_STRPQ   (P0DG65)    , SYV_STRR6   (Q8DQU7)    ,
SYV_STRT1   (Q5M111)    , SYV_STRT2   (Q5M5J8)    , SYV_SULAC   (Q4J8X1)    ,
SYV_SULTO   (Q972A3)    , SYV_SYMTH   (Q67SJ2)    , SYV_SYNC1   (Q3A253)    ,
SYV_SYNP6   (Q5N3J4)    , SYV_SYNY3   (Q55522)    , SYV_THEAC   (Q9HM29)    ,
SYV_THEFY   (Q47NK0)    , SYV_THEKO   (Q5JGN7)    , SYV_THEMA   (Q9X2D7)    ,
SYV_THET2   (Q72JG7)    , SYV_THET8   (Q5SJ45)    , SYV_THETH   (P96142)    ,
SYV_THEVB   (Q8DIS8)    , SYV_THEVO   (Q97CR9)    , SYV_THIDA   (Q3SL86)    ,
SYV_TREDE   (Q73MZ2)    , SYV_TREPA   (O83998)    , SYV_TRIVA   (P46216)    ,
SYV_TROW8   (Q83I17)    , SYV_TROWT   (Q83G51)    , SYV_UREPA   (Q9PQM4)    ,
SYV_VIBCH   (Q9KP73)    , SYV_VIBPA   (Q87LG6)    , SYV_VIBVU   (Q8DCE7)    ,
SYV_VIBVY   (Q7MHG1)    , SYV_WIGBR   (Q8D294)    , SYV_WOLPM   (Q73HS9)    ,
SYV_WOLSU   (Q7M8H7)    , SYV_WOLTR   (Q5GRK0)    , SYV_XANAC   (Q8PGQ7)    ,
SYV_XANC5   (Q3BP98)    , SYV_XANC8   (Q4UQP3)    , SYV_XANCB   (B0RVI4)    ,
SYV_XANCP   (Q8PCR7)    , SYV_XANOM   (Q2P7G5)    , SYV_XANOP   (B2SPF0)    ,
SYV_XANOR   (Q5H4N5)    , SYV_XYLF2   (B2I6K9)    , SYV_XYLFA   (Q9PH12)    ,
SYV_XYLFM   (B0U1L1)    , SYV_XYLFT   (Q87F36)    , SYV_YEAST   (P07806)    ,
SYV_YERPE   (Q8ZBH1)    , SYV_YERPS   (Q66F11)    , SYV_ZYMMO   (Q5NLA8)    

-----------------------------------------------------------------------

Tryptophanyl-tRNA synthetases (EC 6.1.1.2)
Class: I
3D known: Yes

SYW1_HALSA  (Q9HN83)    , SYW1_STRAW  (Q82E91)    , SYW1_STRCO  (Q8CJX0)    ,
SYW2_DEIRA  (Q9RVD6)    , SYW2_HALSA  (Q9HN66)    , SYW2_STRAW  (Q82HU1)    ,
SYW2_STRCO  (Q9KZA7)    , SYWC_ARATH  (Q9SR15)    , SYWC_BOVIN  (P17248)    ,
SYWC_DANRE  (Q6PBS3)    , SYWC_DICDI  (Q55DZ8)    , SYWC_HUMAN  (P23381)    ,
